recipe_id,category_id,category_name,map_amperage,eut,duration,tier,special,fake,hidden,disabled
289648,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289649,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289650,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289651,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289652,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289653,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289654,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289655,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289656,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289657,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289658,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289659,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289660,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289661,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289662,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289663,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289664,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289665,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289666,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289667,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289668,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289669,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289670,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289671,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289672,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289673,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289674,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289675,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289676,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289677,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289678,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289679,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289680,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289681,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289682,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289683,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289684,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289685,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289686,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289687,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289688,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289689,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289690,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289691,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289692,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289693,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289694,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289695,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289696,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289697,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289698,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289699,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289700,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289701,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289702,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289703,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289704,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289705,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289706,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289707,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289708,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289709,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289710,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289711,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289712,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289713,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289714,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289715,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289716,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289717,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289718,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289719,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289720,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289721,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289722,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289723,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289724,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289725,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289726,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289727,gt.recipe.assembler,组装机,1,491520,64,UV,,,,
289728,gt.recipe.assembler,组装机,1,1920,64,EV,,,,
289729,gt.recipe.assembler,组装机,1,491520,64,UV,,,,
289730,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289731,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289732,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289733,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289734,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289735,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289736,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289737,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289738,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289739,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289740,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289741,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289742,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289743,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289744,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289745,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289746,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289747,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289748,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289749,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289750,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289751,gt.recipe.assembler,组装机,1,1966080,64,UHV,,,,
289752,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289753,gt.recipe.assembler,组装机,1,503316480,64,UXV,,,,
289754,gt.recipe.assembler,组装机,1,503316480,64,UXV,,,,
289755,gt.recipe.assembler,组装机,1,7864320,64,UEV,,,,
289756,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289757,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289758,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289759,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289760,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289761,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289762,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289763,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289764,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289765,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289766,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289767,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289768,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289769,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289770,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289771,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289772,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289773,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289774,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289775,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289776,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289777,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289778,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289779,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289780,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289781,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289782,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289783,gt.recipe.assembler,组装机,1,491520,64,UV,,,,
289784,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289785,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289786,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289787,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289788,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289789,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289790,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289791,gt.recipe.assembler,组装机,1,122880,64,ZPM,,,,
289792,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289793,gt.recipe.assembler,组装机,1,122880,64,ZPM,,,,
289794,gt.recipe.assembler,组装机,1,30720,64,LuV,,,,
289795,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289796,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289797,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289798,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289799,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289800,gt.recipe.assembler,组装机,1,7,64,ULV,,,,
289801,gt.recipe.assembler,组装机,1,24,80,LV,,,,
289802,gt.recipe.assembler,组装机,1,24,80,LV,,,,
289803,gt.recipe.assembler,组装机,1,24,80,LV,,,,
289804,gt.recipe.assembler,组装机,1,80,120,MV,,,,
289805,gt.recipe.assembler,组装机,1,80,120,MV,,,,
289806,gt.recipe.assembler,组装机,1,80,120,MV,,,,
289807,gt.recipe.assembler,组装机,1,80,120,MV,,,,
289808,gt.recipe.assembler,组装机,1,80,120,MV,,,,
289809,gt.recipe.assembler,组装机,1,80,120,MV,,,,
289810,gt.recipe.assembler,组装机,1,80,120,MV,,,,
289811,gt.recipe.assembler,组装机,1,80,120,MV,,,,
289812,gt.recipe.assembler,组装机,1,80,120,MV,,,,
289813,gt.recipe.assembler,组装机,1,80,120,MV,,,,
289814,gt.recipe.assembler,组装机,1,80,120,MV,,,,
289815,gt.recipe.assembler,组装机,1,80,120,MV,,,,
289816,gt.recipe.assembler,组装机,1,80,120,MV,,,,
289817,gt.recipe.assembler,组装机,1,80,120,MV,,,,
289818,gt.recipe.assembler,组装机,1,80,120,MV,,,,
289819,gt.recipe.assembler,组装机,1,80,120,MV,,,,
289820,gt.recipe.assembler,组装机,1,80,120,MV,,,,
289821,gt.recipe.assembler,组装机,1,80,120,MV,,,,
289822,gt.recipe.assembler,组装机,1,80,120,MV,,,,
289823,gt.recipe.assembler,组装机,1,80,120,MV,,,,
289824,gt.recipe.assembler,组装机,1,80,120,MV,,,,
289825,gt.recipe.assembler,组装机,1,80,120,MV,,,,
289826,gt.recipe.assembler,组装机,1,80,120,MV,,,,
289827,gt.recipe.assembler,组装机,1,80,120,MV,,,,
289828,gt.recipe.assembler,组装机,1,80,120,MV,,,,
289829,gt.recipe.assembler,组装机,1,80,120,MV,,,,
289830,gt.recipe.assembler,组装机,1,80,120,MV,,,,
289831,gt.recipe.assembler,组装机,1,80,120,MV,,,,
289832,gt.recipe.assembler,组装机,1,80,120,MV,,,,
289833,gt.recipe.assembler,组装机,1,80,120,MV,,,,
289834,gt.recipe.assembler,组装机,1,80,120,MV,,,,
289835,gt.recipe.assembler,组装机,1,80,120,MV,,,,
289836,gt.recipe.assembler,组装机,1,16,100,LV,,,,
289837,gt.recipe.assembler,组装机,1,16,100,LV,,,,
289838,gt.recipe.assembler,组装机,1,16,100,LV,,,,
289839,gt.recipe.assembler,组装机,1,16,100,LV,,,,
289840,gt.recipe.assembler,组装机,1,16,100,LV,,,,
289841,gt.recipe.assembler,组装机,1,16,100,LV,,,,
289842,gt.recipe.assembler,组装机,1,16,100,LV,,,,
289843,gt.recipe.assembler,组装机,1,16,100,LV,,,,
289844,gt.recipe.assembler,组装机,1,16,100,LV,,,,
289845,gt.recipe.assembler,组装机,1,16,100,LV,,,,
289846,gt.recipe.assembler,组装机,1,16,100,LV,,,,
289847,gt.recipe.assembler,组装机,1,16,100,LV,,,,
289848,gt.recipe.assembler,组装机,1,16,100,LV,,,,
289849,gt.recipe.assembler,组装机,1,16,100,LV,,,,
289850,gt.recipe.assembler,组装机,1,16,100,LV,,,,
289851,gt.recipe.assembler,组装机,1,16,100,LV,,,,
289852,gt.recipe.assembler,组装机,1,16,100,LV,,,,
289853,gt.recipe.assembler,组装机,1,16,100,LV,,,,
289854,gt.recipe.assembler,组装机,1,16,100,LV,,,,
289855,gt.recipe.assembler,组装机,1,16,100,LV,,,,
289856,gt.recipe.assembler,组装机,1,16,100,LV,,,,
289857,gt.recipe.assembler,组装机,1,16,100,LV,,,,
289858,gt.recipe.assembler,组装机,1,30000,1200,LuV,,,,
289859,gt.recipe.assembler,组装机,1,120,160,MV,,,,
289860,gt.recipe.assembler,组装机,1,240,160,HV,,,,
289861,gt.recipe.assembler,组装机,1,480,160,HV,,,,
289862,gt.recipe.assembler,组装机,1,960,160,EV,,,,
289863,gt.recipe.assembler,组装机,1,16,200,LV,,,,
289864,gt.recipe.assembler,组装机,1,16,200,LV,,,,
289865,gt.recipe.assembler,组装机,1,16,200,LV,,,,
289866,gt.recipe.assembler,组装机,1,16,200,LV,,,,
289867,gt.recipe.assembler,组装机,1,16,200,LV,,,,
289868,gt.recipe.assembler,组装机,1,16,200,LV,,,,
289869,gt.recipe.assembler,组装机,1,16,200,LV,,,,
289870,gt.recipe.assembler,组装机,1,16,200,LV,,,,
289871,gt.recipe.assembler,组装机,1,16,200,LV,,,,
289872,gt.recipe.assembler,组装机,1,16,200,LV,,,,
289873,gt.recipe.assembler,组装机,1,16,200,LV,,,,
289874,gt.recipe.assembler,组装机,1,16,200,LV,,,,
289875,gt.recipe.assembler,组装机,1,16,1200,LV,,,,
289876,gt.recipe.assembler,组装机,1,30,100,LV,,,,
289877,gt.recipe.assembler,组装机,1,30,100,LV,,,,
289878,gt.recipe.assembler,组装机,1,30,100,LV,,,,
289879,gt.recipe.assembler,组装机,1,30,200,LV,,,,
289880,gt.recipe.assembler,组装机,1,30,200,LV,,,,
289881,gt.recipe.assembler,组装机,1,1920,300,EV,,,,
289882,gt.recipe.assembler,组装机,1,3840,400,IV,,,,
289883,gt.recipe.assembler,组装机,1,7680,600,IV,,,,
289884,gt.recipe.assembler,组装机,1,30720,1,LuV,,,,
289885,gt.recipe.assembler,组装机,1,122880,1,ZPM,,,,
289886,gt.recipe.assembler,组装机,1,122880,1,ZPM,,,,
289887,gt.recipe.assembler,组装机,1,30720,1,LuV,,,,
289888,gt.recipe.assembler,组装机,1,7680,1200,IV,,,,
289889,gt.recipe.assembler,组装机,1,15,50,LV,,,,
289890,gt.recipe.assembler,组装机,1,30720,400,LuV,,,,
289891,gt.recipe.assembler,组装机,1,30,200,LV,,,,
289892,gt.recipe.assembler,组装机,1,30,300,LV,,,,
289893,gt.recipe.assembler,组装机,1,30,200,LV,,,,
289894,gt.recipe.assembler,组装机,1,120,400,MV,,,,
289895,gt.recipe.assembler,组装机,1,30,200,LV,,,,
289896,gt.recipe.assembler,组装机,1,30,300,LV,,,,
289897,gt.recipe.assembler,组装机,1,30,200,LV,,,,
289898,gt.recipe.assembler,组装机,1,240,400,HV,,,,
289899,gt.recipe.assembler,组装机,1,30,200,LV,,,,
289900,gt.recipe.assembler,组装机,1,30,300,LV,,,,
289901,gt.recipe.assembler,组装机,1,30,200,LV,,,,
289902,gt.recipe.assembler,组装机,1,1920,200,EV,,,,
289903,gt.recipe.assembler,组装机,1,1920,200,EV,,,,
289904,gt.recipe.assembler,组装机,1,1920,220,EV,,,,
289905,gt.recipe.assembler,组装机,1,1920,200,EV,,,,
289906,gt.recipe.assembler,组装机,1,1920,200,EV,,,,
289907,gt.recipe.assembler,组装机,1,1920,220,EV,,,,
289908,gt.recipe.assembler,组装机,1,7680,200,IV,,,,
289909,gt.recipe.assembler,组装机,1,7680,200,IV,,,,
289910,gt.recipe.assembler,组装机,1,7680,220,IV,,,,
289911,gt.recipe.assembler,组装机,1,7680,200,IV,,,,
289912,gt.recipe.assembler,组装机,1,7680,200,IV,,,,
289913,gt.recipe.assembler,组装机,1,7680,220,IV,,,,
289914,gt.recipe.assembler,组装机,1,400,100,HV,,,,
289915,gt.recipe.assembler,组装机,1,400,150,HV,,,,
289916,gt.recipe.assembler,组装机,1,400,100,HV,,,,
289917,gt.recipe.assembler,组装机,1,30720,100,LuV,,,,
289918,gt.recipe.assembler,组装机,1,400,100,HV,,,,
289919,gt.recipe.assembler,组装机,1,400,150,HV,,,,
289920,gt.recipe.assembler,组装机,1,400,100,HV,,,,
289921,gt.recipe.assembler,组装机,1,400,100,HV,,,,
289922,gt.recipe.assembler,组装机,1,400,150,HV,,,,
289923,gt.recipe.assembler,组装机,1,400,100,HV,,,,
289924,gt.recipe.assembler,组装机,1,7864320,480,UEV,,,,
289925,gt.recipe.assembler,组装机,1,7864320,480,UEV,,,,
289926,gt.recipe.assembler,组装机,1,31457280,480,UIV,,,,
289927,gt.recipe.assembler,组装机,1,31457280,480,UIV,,,,
289928,gt.recipe.assembler,组装机,1,125829120,480,UMV,,,,
289929,gt.recipe.assembler,组装机,1,125829120,480,UMV,,,,
289930,gt.recipe.assembler,组装机,1,503316480,480,UXV,,,,
289931,gt.recipe.assembler,组装机,1,503316480,480,UXV,,,,
289932,gt.recipe.assembler,组装机,1,2013265912,480,MAX,,,,
289933,gt.recipe.assembler,组装机,1,2013265912,480,MAX,,,,
289934,gt.recipe.assembler,组装机,1,30,500,LV,,,,
289935,gt.recipe.assembler,组装机,1,30,500,LV,,,,
289936,gt.recipe.assembler,组装机,1,30,200,LV,,,,
289937,gt.recipe.assembler,组装机,1,30,200,LV,,,,
289938,gt.recipe.assembler,组装机,1,120,200,MV,,,,
289939,gt.recipe.assembler,组装机,1,120,200,MV,,,,
289940,gt.recipe.assembler,组装机,1,480,200,HV,,,,
289941,gt.recipe.assembler,组装机,1,480,200,HV,,,,
289942,gt.recipe.assembler,组装机,1,1920,200,EV,,,,
289943,gt.recipe.assembler,组装机,1,1920,200,EV,,,,
289944,gt.recipe.assembler,组装机,1,7680,200,IV,,,,
289945,gt.recipe.assembler,组装机,1,30720,200,LuV,,,,
289946,gt.recipe.assembler,组装机,1,122880,200,ZPM,,,,
289947,gt.recipe.assembler,组装机,1,122880,200,ZPM,,,,
289948,gt.recipe.assembler,组装机,1,122880,100,ZPM,,,,
289949,gt.recipe.assembler,组装机,1,1920,100,EV,,,,
289950,gt.recipe.assembler,组装机,1,4,100,ULV,,,,
289951,gt.recipe.assembler,组装机,1,15,100,LV,,,,
289952,gt.recipe.assembler,组装机,1,480,300,HV,,,,
289953,gt.recipe.assembler,组装机,1,480,300,HV,,,,
289954,gt.recipe.assembler,组装机,1,480,300,HV,,,,
289955,gt.recipe.assembler,组装机,1,491520,300,UV,,,,
289956,gt.recipe.assembler,组装机,1,480,100,HV,,,,
289957,gt.recipe.assembler,组装机,1,480,100,HV,,,,
289958,gt.recipe.assembler,组装机,1,480,100,HV,,,,
289959,gt.recipe.assembler,组装机,1,480,100,HV,,,,
289960,gt.recipe.assembler,组装机,1,480,100,HV,,,,
289961,gt.recipe.assembler,组装机,1,480,100,HV,,,,
289962,gt.recipe.assembler,组装机,1,480,100,HV,,,,
289963,gt.recipe.assembler,组装机,1,480,100,HV,,,,
289964,gt.recipe.assembler,组装机,1,480,100,HV,,,,
289965,gt.recipe.assembler,组装机,1,480,100,HV,,,,
289966,gt.recipe.assembler,组装机,1,480,100,HV,,,,
289967,gt.recipe.assembler,组装机,1,480,100,HV,,,,
289968,gt.recipe.assembler,组装机,1,480,100,HV,,,,
289969,gt.recipe.assembler,组装机,1,480,100,HV,,,,
289970,gt.recipe.assembler,组装机,1,480,100,HV,,,,
289971,gt.recipe.assembler,组装机,1,480,100,HV,,,,
289972,gt.recipe.assembler,组装机,1,480,100,HV,,,,
289973,gt.recipe.assembler,组装机,1,480,100,HV,,,,
289974,gt.recipe.assembler,组装机,1,480,100,HV,,,,
289975,gt.recipe.assembler,组装机,1,480,100,HV,,,,
289976,gt.recipe.assembler,组装机,1,480,100,HV,,,,
289977,gt.recipe.assembler,组装机,1,480,100,HV,,,,
289978,gt.recipe.assembler,组装机,1,480,100,HV,,,,
